Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Organic,160,Composting,Bhubaneshwar,2023
Plastic,95,Landfill,Delhi,2021
Organic,199,Composting,Ahmedabad,2023
Paper,100,Recycling,Luckhnow,2023
Organic,194,Composting,Pune,2023
Paper,150,Landfill,Kolkata,2023
Plastic,80,Recycling,Luckhnow,2023
Plastic,83,Recycling,Bangalore,2023
Paper,89,Recycling,Luckhnow,2023
Organic,200,Composting,Ahmedabad,2022
Paper,152,Recycling,Bhopal,2023
Organic,158,Composting,Ahmedabad,2023
Plastic,92,Landfill,Delhi,2021
Paper,161,Composting,Bhopal,2023
Plastic,111,Recycling,Bangalore,2023
Plastic,159,Recycling,Pune,2023
Plastic,108,Recycling,Mumbai,2023
Organic,200,Composting,Pune,2022
Paper,89,Landfill,Bhopal,2021
Plastic,87,Recycling,Bangalore,2023
Organic,116,Recycling,Bhubaneshwar,2022
Plastic,121,Landfill,Delhi,2021
Plastic,136,Recycling,Kolkata,2023
Plastic,80,Recycling,Bangalore,2023
Organic,175,Composting,Ahmedabad,2022
Paper,80,Landfill,Luckhnow,2022
Organic,183,Composting,Ahmedabad,2023
Paper,80,Landfill,Bhopal,2021
Plastic,93,Recycling,Luckhnow,2023
Organic,150,Composting,Bhubaneshwar,2023
Plastic,100,Landfill,Delhi,2023
Plastic,106,Recycling,Delhi,2023
Plastic,116,Landfill,Delhi,2021
Organic,184,Recycling,Bangalore,2022
Plastic,115,Landfill,Bhopal,2021
Paper,91,Recycling,Bhopal,2023
Plastic,103,Recycling,Mumbai,2023
Plastic,89,Recycling,Bangalore,2021
Plastic,98,Recycling,Mumbai,2023
Organic,146,Composting,Pune,2023
Organic,174,Composting,Pune,2022
Plastic,94,Recycling,Mumbai,2023
Plastic,89,Recycling,Luckhnow,2023
Paper,95,Recycling,Luckhnow,2022
Plastic,107,Landfill,Delhi,2021
Plastic,88,Recycling,Bangalore,2022
Paper,92,Recycling,Kolkata,2023
Plastic,100,Recycling,Mumbai,2023
Plastic,82,Recycling,Bangalore,2023
Plastic,107,Landfill,Delhi,2021
Paper,87,Recycling,Luckhnow,2023
Plastic,94,Landfill,Bangalore,2021
Plastic,100,Landfill,Delhi,2022
Paper,104,Recycling,Luckhnow,2021
Organic,173,Composting,Pune,2022
Paper,155,Recycling,Delhi,2021
Paper,143,Recycling,Kolkata,2022
Organic,166,Composting,Ahmedabad,2023
Organic,156,Composting,Ahmedabad,2023
Organic,190,Composting,Pune,2023
Organic,155,Composting,Bhubaneshwar,2023
Plastic,87,Recycling,Luckhnow,2023
Plastic,114,Landfill,Luckhnow,2021
Paper,106,Landfill,Bhopal,2021
Paper,80,Landfill,Bhopal,2021
Plastic,103,Landfill,Bhopal,2023
Organic,169,Composting,Ahmedabad,2023
Plastic,112,Recycling,Kolkata,2023
Paper,80,Recycling,Luckhnow,2023
Organic,162,Composting,Bhubaneshwar,2023
Plastic,96,Composting,Mumbai,2023
Paper,163,Landfill,Bhopal,2022
Paper,88,Recycling,Kolkata,2023
Organic,167,Composting,Pune,2023
Organic,198,Composting,Pune,2023
Paper,87,Recycling,Bhopal,2021
Plastic,97,Recycling,Mumbai,2023
Plastic,94,Recycling,Mumbai,2023
Paper,86,Recycling,Luckhnow,2021
Organic,189,Composting,Ahmedabad,2022
Plastic,83,Recycling,Mumbai,2023
Organic,129,Composting,Ahmedabad,2023
Plastic,95,Landfill,Bangalore,2023
Paper,80,Landfill,Kolkata,2023
Plastic,94,Recycling,Bangalore,2021
Organic,149,Composting,Pune,2023
Plastic,86,Recycling,Bangalore,2022
Paper,89,Recycling,Kolkata,2023
Paper,88,Recycling,Kolkata,2021
Organic,196,Composting,Pune,2022
Paper,98,Recycling,Luckhnow,2023
Plastic,118,Landfill,Bhopal,2021
Plastic,95,Landfill,Luckhnow,2023
Organic,200,Composting,Pune,2022
Organic,197,Composting,Ahmedabad,2023
Plastic,91,Recycling,Pune,2021
Plastic,84,Landfill,Bangalore,2022
Organic,165,Composting,Bhubaneshwar,2022
Organic,173,Composting,Pune,2022
Organic,156,Composting,Ahmedabad,2022
Organic,200,Composting,Ahmedabad,2022
Paper,84,Recycling,Luckhnow,2023
Organic,162,Composting,Kolkata,2023
Paper,97,Recycling,Bhopal,2022
Organic,142,Composting,Ahmedabad,2023
Organic,181,Composting,Pune,2023
Plastic,93,Landfill,Bhopal,2021
Plastic,103,Recycling,Bangalore,2023
Plastic,107,Landfill,Delhi,2021
Paper,80,Recycling,Luckhnow,2021
Plastic,91,Recycling,Bangalore,2021
Paper,111,Landfill,Delhi,2021
Organic,138,Composting,Bhubaneshwar,2023
Paper,87,Landfill,Bhopal,2022
Organic,128,Composting,Bhubaneshwar,2023
Organic,196,Composting,Pune,2023
Organic,147,Composting,Pune,2023
Paper,185,Recycling,Bhopal,2021
Paper,80,Landfill,Bhopal,2022
Organic,165,Composting,Pune,2023
Organic,169,Composting,Bhubaneshwar,2023
Plastic,104,Recycling,Mumbai,2021
Paper,87,Recycling,Bhopal,2023
Paper,128,Recycling,Kolkata,2023
Paper,149,Recycling,Kolkata,2023
Paper,120,Recycling,Luckhnow,2023
Paper,84,Recycling,Kolkata,2023
Organic,134,Composting,Bhubaneshwar,2023
Plastic,110,Landfill,Delhi,2023
Organic,171,Composting,Bhubaneshwar,2022
Paper,94,Landfill,Luckhnow,2021
Organic,181,Composting,Pune,2023
Paper,91,Landfill,Kolkata,2022
Organic,181,Composting,Pune,2023
Paper,84,Recycling,Luckhnow,2021
Paper,88,Landfill,Luckhnow,2022
Organic,178,Composting,Ahmedabad,2022
Organic,171,Composting,Ahmedabad,2023
Plastic,86,Recycling,Bangalore,2023
Plastic,98,Recycling,Bangalore,2023
Plastic,90,Recycling,Mumbai,2023
Plastic,159,Recycling,Kolkata,2023
Paper,80,Recycling,Luckhnow,2023
Plastic,109,Landfill,Delhi,2022
Plastic,107,Landfill,Delhi,2021
Organic,174,Composting,Pune,2023
Plastic,89,Recycling,Mumbai,2023
Plastic,80,Recycling,Bangalore,2023
Plastic,118,Recycling,Delhi,2023
Plastic,102,Recycling,Bangalore,2021
Paper,140,Recycling,Kolkata,2023
Organic,176,Composting,Ahmedabad,2023
Organic,179,Composting,Bhubaneshwar,2023
Organic,142,Composting,Bhubaneshwar,2023
Plastic,143,Recycling,Bangalore,2023
Organic,171,Composting,Bhubaneshwar,2023
Plastic,146,Recycling,Bangalore,2023
Plastic,96,Recycling,Mumbai,2021
Organic,177,Composting,Ahmedabad,2023
Organic,171,Composting,Ahmedabad,2023
Plastic,143,Recycling,Kolkata,2023
Paper,138,Recycling,Kolkata,2023
Plastic,93,Landfill,Ahmedabad,2023
Plastic,108,Landfill,Delhi,2021
Plastic,80,Recycling,Bangalore,2021
Paper,113,Landfill,Bhopal,2022
Plastic,104,Landfill,Delhi,2021
Organic,183,Composting,Ahmedabad,2022
Plastic,99,Recycling,Delhi,2021
Paper,191,Recycling,Kolkata,2023
Plastic,92,Recycling,Luckhnow,2022
Organic,192,Composting,Pune,2023
Paper,88,Recycling,Bangalore,2023
Plastic,171,Recycling,Bhopal,2023
Paper,80,Recycling,Mumbai,2021
Organic,168,Composting,Kolkata,2023
Paper,162,Landfill,Kolkata,2023
Paper,102,Landfill,Delhi,2021
Plastic,172,Recycling,Bangalore,2023
Plastic,101,Landfill,Delhi,2021
Plastic,140,Recycling,Luckhnow,2023
Paper,115,Recycling,Mumbai,2023
Plastic,98,Recycling,Delhi,2021
Organic,174,Composting,Pune,2023
Organic,195,Composting,Pune,2022
Organic,139,Composting,Bhubaneshwar,2023
Paper,84,Recycling,Bhopal,2021
Organic,200,Composting,Pune,2023
Paper,80,Recycling,Bangalore,2023
Organic,181,Composting,Bhubaneshwar,2023
Paper,111,Landfill,Bhopal,2022
Organic,157,Composting,Ahmedabad,2023
Organic,187,Composting,Pune,2022
Plastic,200,Recycling,Mumbai,2023
Organic,107,Composting,Bhubaneshwar,2023
Plastic,90,Landfill,Delhi,2021
Organic,186,Composting,Ahmedabad,2023
Plastic,97,Recycling,Mumbai,2023
Plastic,112,Recycling,Bangalore,2022
Organic,153,Composting,Bhubaneshwar,2023
Paper,80,Landfill,Luckhnow,2022
Paper,103,Landfill,Mumbai,2021
Organic,198,Composting,Bhubaneshwar,2023
Paper,98,Landfill,Bhopal,2022
Plastic,84,Recycling,Luckhnow,2021
Organic,176,Composting,Pune,2023
Organic,177,Composting,Pune,2023
Plastic,116,Recycling,Mumbai,2023
Organic,200,Composting,Bhubaneshwar,2022
Plastic,113,Landfill,Bhopal,2022
Paper,136,Recycling,Kolkata,2023
Organic,168,Composting,Ahmedabad,2022
Organic,173,Composting,Pune,2022
Paper,110,Landfill,Bhopal,2021
Organic,182,Composting,Ahmedabad,2022
Organic,176,Composting,Ahmedabad,2023
Organic,168,Composting,Bhubaneshwar,2023
Organic,153,Composting,Pune,2023
Paper,80,Recycling,Luckhnow,2023
Organic,183,Composting,Pune,2022
Organic,186,Composting,Pune,2023
Organic,152,Composting,Bhubaneshwar,2023
Organic,138,Composting,Ahmedabad,2023
Paper,95,Recycling,Luckhnow,2023
Plastic,106,Landfill,Delhi,2021
Paper,89,Recycling,Luckhnow,2023
Plastic,84,Recycling,Kolkata,2023
Organic,107,Landfill,Delhi,2021
Organic,178,Composting,Bhubaneshwar,2022
Organic,159,Composting,Bhubaneshwar,2023
Organic,144,Composting,Pune,2023
Organic,170,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Mumbai,2023
Plastic,102,Landfill,Delhi,2022
Plastic,84,Recycling,Luckhnow,2023
Organic,168,Composting,Ahmedabad,2023
Plastic,86,Recycling,Bangalore,2023
Plastic,97,Recycling,Mumbai,2023
Plastic,100,Landfill,Delhi,2021
Plastic,80,Recycling,Mumbai,2023
Plastic,122,Landfill,Delhi,2022
Paper,104,Landfill,Bhopal,2022
Paper,80,Recycling,Luckhnow,2021
Paper,85,Recycling,Bhopal,2022
Paper,135,Landfill,Bhopal,2022
Plastic,162,Landfill,Delhi,2021
Plastic,80,Recycling,Kolkata,2023
Paper,129,Recycling,Kolkata,2023
Paper,80,Recycling,Kolkata,2023
Plastic,98,Landfill,Mumbai,2021
Organic,150,Composting,Ahmedabad,2022
Paper,97,Landfill,Bhopal,2021
Organic,176,Composting,Bhubaneshwar,2022
Paper,156,Landfill,Bhopal,2021
Organic,194,Composting,Pune,2023
Organic,193,Composting,Ahmedabad,2023
Organic,175,Composting,Pune,2023
Plastic,109,Landfill,Delhi,2021
Paper,100,Recycling,Bhopal,2023
Organic,171,Composting,Ahmedabad,2022
Plastic,81,Recycling,Kolkata,2023
Paper,80,Landfill,Bhopal,2022
Plastic,106,Landfill,Mumbai,2021
Organic,167,Composting,Bhubaneshwar,2022
Plastic,80,Recycling,Luckhnow,2023
Paper,122,Composting,Ahmedabad,2023
Paper,131,Recycling,Kolkata,2022
Plastic,95,Recycling,Delhi,2023
Paper,87,Composting,Bhopal,2023
Paper,84,Recycling,Mumbai,2021
Organic,166,Composting,Ahmedabad,2023
Paper,98,Landfill,Bhopal,2022
Organic,166,Composting,Pune,2023
Paper,97,Recycling,Bhopal,2022
Organic,200,Composting,Pune,2022
Paper,94,Landfill,Delhi,2021
Organic,170,Composting,Ahmedabad,2023
Organic,80,Recycling,Bangalore,2023
Paper,88,Landfill,Bhopal,2022
Paper,90,Recycling,Bangalore,2023
Plastic,104,Landfill,Bangalore,2023
Paper,80,Recycling,Luckhnow,2023
Paper,196,Landfill,Bhopal,2021
Organic,171,Composting,Bhubaneshwar,2023
Organic,200,Composting,Pune,2023
Organic,166,Composting,Pune,2023
Plastic,95,Landfill,Delhi,2021
Plastic,111,Recycling,Bangalore,2023
Paper,137,Recycling,Luckhnow,2023
Plastic,108,Landfill,Delhi,2021
Plastic,163,Recycling,Kolkata,2023
Plastic,140,Composting,Bhubaneshwar,2023
Paper,93,Recycling,Kolkata,2023
Organic,166,Composting,Ahmedabad,2022
Paper,148,Recycling,Kolkata,2023
Plastic,100,Recycling,Mumbai,2023
Paper,127,Recycling,Bhopal,2022
Organic,200,Composting,Pune,2022
Organic,158,Composting,Bhubaneshwar,2022
Organic,135,Composting,Ahmedabad,2023
Plastic,107,Recycling,Bangalore,2021
Plastic,98,Landfill,Delhi,2021
Plastic,101,Landfill,Delhi,2021
Plastic,100,Landfill,Mumbai,2021
Plastic,80,Recycling,Delhi,2021
Organic,184,Composting,Pune,2023
Plastic,123,Recycling,Mumbai,2021
Paper,151,Recycling,Kolkata,2023
Plastic,110,Landfill,Bhopal,2021
Paper,80,Recycling,Luckhnow,2023
Paper,103,Recycling,Kolkata,2023
Plastic,115,Landfill,Delhi,2022
Organic,139,Composting,Ahmedabad,2022
Organic,173,Composting,Pune,2023
Plastic,96,Landfill,Delhi,2021
Organic,163,Composting,Pune,2023
Plastic,151,Recycling,Bangalore,2023
Paper,82,Recycling,Bangalore,2023
Paper,101,Recycling,Bangalore,2023
Paper,155,Recycling,Kolkata,2023
Paper,117,Landfill,Pune,2022
Plastic,105,Recycling,Bangalore,2023
Plastic,95,Recycling,Bangalore,2023
Plastic,103,Recycling,Delhi,2023
Plastic,89,Recycling,Luckhnow,2023
Organic,186,Composting,Bhubaneshwar,2023
Organic,181,Composting,Ahmedabad,2023
Plastic,111,Landfill,Delhi,2021
Paper,86,Recycling,Kolkata,2023
Organic,196,Composting,Pune,2022
Plastic,105,Landfill,Mumbai,2023
Plastic,86,Recycling,Kolkata,2023
Paper,158,Landfill,Kolkata,2023
Organic,172,Composting,Bhubaneshwar,2023
Organic,184,Composting,Pune,2023
Paper,110,Recycling,Kolkata,2023
Organic,196,Composting,Pune,2022
Organic,192,Composting,Luckhnow,2022
Paper,85,Landfill,Luckhnow,2021
Organic,187,Composting,Ahmedabad,2023
Paper,85,Recycling,Bangalore,2023
Plastic,95,Recycling,Delhi,2023
Paper,106,Landfill,Bhopal,2022
Plastic,105,Recycling,Bangalore,2021
Organic,168,Composting,Ahmedabad,2023
Plastic,102,Landfill,Mumbai,2021
Organic,200,Composting,Ahmedabad,2023
Organic,158,Composting,Bhubaneshwar,2022
Paper,99,Recycling,Bhopal,2022
Paper,92,Recycling,Bhopal,2021
Organic,175,Composting,Pune,2023
Organic,152,Composting,Bhubaneshwar,2023
Organic,180,Composting,Ahmedabad,2023
Plastic,169,Recycling,Delhi,2023
Paper,119,Landfill,Bhopal,2022
Paper,93,Landfill,Mumbai,2022
Plastic,80,Recycling,Bangalore,2023
Plastic,117,Landfill,Delhi,2021
Organic,185,Composting,Bangalore,2023
Paper,115,Landfill,Delhi,2022
Plastic,114,Landfill,Bhopal,2021
Paper,101,Landfill,Bhopal,2022
Paper,80,Landfill,Bhopal,2022
Paper,132,Recycling,Luckhnow,2023
Plastic,85,Recycling,Kolkata,2023
Organic,180,Composting,Pune,2023
Plastic,86,Recycling,Luckhnow,2023
Organic,166,Composting,Ahmedabad,2023
Organic,150,Composting,Ahmedabad,2023
Paper,142,Recycling,Bhopal,2021
Organic,200,Composting,Ahmedabad,2023
Plastic,80,Recycling,Mumbai,2023
Plastic,80,Composting,Bangalore,2022
Paper,87,Landfill,Bhopal,2021
Organic,157,Composting,Bhubaneshwar,2023
Paper,152,Recycling,Bhopal,2023
Plastic,127,Recycling,Bangalore,2023
Plastic,95,Landfill,Bhopal,2021
Plastic,97,Recycling,Pune,2023
Plastic,93,Landfill,Bhopal,2022
Organic,146,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Luckhnow,2021
Organic,165,Composting,Ahmedabad,2022
Plastic,80,Landfill,Delhi,2021
Paper,90,Landfill,Bhopal,2021
Plastic,95,Recycling,Bangalore,2021
Organic,145,Composting,Ahmedabad,2023
Paper,93,Recycling,Luckhnow,2022
Plastic,169,Recycling,Mumbai,2023
Paper,102,Recycling,Bhopal,2022
Organic,195,Composting,Pune,2023
Paper,101,Landfill,Bhopal,2022
Paper,121,Recycling,Kolkata,2022
Paper,173,Recycling,Kolkata,2023
Plastic,97,Landfill,Delhi,2021
Paper,82,Recycling,Luckhnow,2021
Paper,121,Landfill,Bhopal,2022
Organic,194,Composting,Pune,2023
Plastic,101,Recycling,Bangalore,2023
Paper,111,Recycling,Bhopal,2021
Paper,96,Recycling,Mumbai,2022
Plastic,118,Recycling,Kolkata,2023
Organic,187,Composting,Pune,2023
Organic,163,Composting,Bhubaneshwar,2022
Paper,98,Landfill,Bhopal,2021
Paper,89,Landfill,Bhopal,2022
Organic,195,Composting,Ahmedabad,2023
Plastic,99,Recycling,Bhubaneshwar,2023
Organic,165,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Bhopal,2021
Paper,84,Landfill,Kolkata,2022
Plastic,97,Landfill,Delhi,2021
Organic,200,Composting,Pune,2022
Organic,200,Composting,Bhubaneshwar,2022
Paper,138,Recycling,Kolkata,2021
Plastic,114,Landfill,Bangalore,2021
Plastic,106,Recycling,Bangalore,2023
Organic,195,Composting,Pune,2022
Organic,200,Composting,Ahmedabad,2023
Paper,136,Composting,Bhubaneshwar,2023
Paper,89,Recycling,Bangalore,2023
Plastic,80,Recycling,Mumbai,2023
Plastic,109,Landfill,Delhi,2023
Organic,160,Composting,Bhubaneshwar,2023
Organic,158,Composting,Ahmedabad,2023
Plastic,83,Recycling,Bangalore,2023
Paper,145,Recycling,Bhopal,2022
Plastic,111,Landfill,Delhi,2021
Plastic,83,Recycling,Bangalore,2023
Plastic,109,Landfill,Delhi,2021
Paper,80,Recycling,Bhopal,2021
Organic,175,Composting,Ahmedabad,2023
Paper,86,Landfill,Bhopal,2021
Organic,193,Composting,Ahmedabad,2023
Organic,167,Composting,Pune,2022
Organic,149,Composting,Kolkata,2023
Plastic,116,Recycling,Bangalore,2023
Organic,176,Composting,Ahmedabad,2023
Plastic,97,Recycling,Delhi,2023
Paper,102,Landfill,Delhi,2021
Plastic,146,Recycling,Luckhnow,2021
Organic,160,Composting,Ahmedabad,2023
Paper,81,Recycling,Luckhnow,2021
Paper,104,Landfill,Bhopal,2022
Plastic,80,Recycling,Bangalore,2023
Paper,90,Recycling,Kolkata,2021
Organic,177,Composting,Pune,2023
Plastic,80,Recycling,Mumbai,2023
Paper,89,Landfill,Bhopal,2022
Plastic,157,Recycling,Mumbai,2023
Paper,90,Landfill,Bhopal,2022
Plastic,96,Recycling,Mumbai,2023
Paper,89,Landfill,Bhopal,2023
Organic,152,Composting,Bhubaneshwar,2023
Paper,81,Recycling,Bangalore,2021
Organic,167,Composting,Pune,2023
Organic,188,Composting,Ahmedabad,2023
Organic,158,Composting,Bhubaneshwar,2023
Plastic,130,Recycling,Bangalore,2023
Paper,89,Recycling,Kolkata,2022
Plastic,80,Recycling,Bangalore,2023
Organic,147,Composting,Pune,2022
Organic,165,Composting,Bhubaneshwar,2022
Plastic,110,Landfill,Mumbai,2021
Organic,144,Composting,Mumbai,2023
Plastic,82,Recycling,Kolkata,2023
Organic,186,Composting,Pune,2023
Organic,167,Composting,Luckhnow,2022
Paper,179,Landfill,Bhopal,2022
Organic,200,Composting,Ahmedabad,2023
Organic,191,Composting,Bhubaneshwar,2023
Paper,100,Recycling,Bangalore,2023
Paper,108,Landfill,Bhopal,2022
Paper,150,Composting,Kolkata,2023
Plastic,95,Recycling,Delhi,2021
Plastic,95,Recycling,Bangalore,2023
Paper,81,Recycling,Kolkata,2023
Organic,191,Composting,Pune,2022
Plastic,200,Landfill,Bhopal,2022
Plastic,107,Landfill,Delhi,2021
Paper,114,Landfill,Bhopal,2022
Plastic,129,Recycling,Bangalore,2023
Organic,154,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Luckhnow,2023
Plastic,101,Recycling,Bangalore,2023
Plastic,97,Landfill,Delhi,2023
Paper,80,Recycling,Bhopal,2023
Organic,168,Composting,Ahmedabad,2023
Plastic,100,Landfill,Delhi,2021
Plastic,93,Recycling,Bangalore,2021
Plastic,98,Recycling,Mumbai,2023
Organic,158,Composting,Ahmedabad,2023
Paper,157,Landfill,Bhopal,2022
Plastic,110,Recycling,Delhi,2023
Plastic,95,Landfill,Bhopal,2021
Plastic,155,Recycling,Bangalore,2023
Plastic,185,Recycling,Mumbai,2023
Plastic,107,Landfill,Delhi,2021
Organic,190,Composting,Ahmedabad,2022
Organic,164,Composting,Bhubaneshwar,2022
Paper,142,Recycling,Kolkata,2023
Organic,177,Composting,Pune,2022
Organic,123,Composting,Bhubaneshwar,2023
Paper,106,Landfill,Bhopal,2022
Organic,140,Composting,Pune,2023
Paper,189,Landfill,Bhopal,2023
Paper,122,Landfill,Luckhnow,2021
Paper,87,Recycling,Luckhnow,2022
Paper,100,Landfill,Bhopal,2021
Paper,154,Recycling,Kolkata,2021
Paper,154,Recycling,Kolkata,2023
Plastic,113,Landfill,Delhi,2021
Paper,92,Recycling,Bangalore,2022
Organic,181,Composting,Pune,2023
Paper,151,Recycling,Kolkata,2022
Paper,172,Recycling,Luckhnow,2021
Plastic,87,Recycling,Bangalore,2021
Plastic,118,Recycling,Luckhnow,2023
Plastic,109,Landfill,Delhi,2021
Plastic,115,Landfill,Delhi,2021
Organic,187,Composting,Ahmedabad,2023
Organic,162,Recycling,Ahmedabad,2023
Paper,117,Landfill,Delhi,2021
Plastic,114,Recycling,Delhi,2021
Paper,142,Recycling,Kolkata,2023
Paper,130,Recycling,Bangalore,2023
Plastic,134,Landfill,Delhi,2023
Organic,156,Composting,Ahmedabad,2023
Plastic,92,Landfill,Bhopal,2021
Organic,161,Composting,Pune,2023
Paper,88,Recycling,Kolkata,2023
Plastic,197,Recycling,Mumbai,2023
Plastic,94,Landfill,Mumbai,2023
Plastic,108,Recycling,Bangalore,2021
Organic,169,Composting,Ahmedabad,2023
Paper,131,Recycling,Luckhnow,2023
Organic,129,Composting,Bhubaneshwar,2023
Plastic,82,Recycling,Bangalore,2023
Plastic,98,Recycling,Luckhnow,2023
Paper,92,Recycling,Luckhnow,2023
Organic,198,Composting,Ahmedabad,2022
Organic,164,Composting,Ahmedabad,2023
Organic,131,Composting,Bhopal,2023
Organic,158,Composting,Bhubaneshwar,2022
Paper,80,Landfill,Bhopal,2021
Organic,161,Composting,Bhubaneshwar,2023
Plastic,171,Recycling,Mumbai,2023
Organic,163,Composting,Ahmedabad,2023
Plastic,81,Recycling,Mumbai,2023
Paper,154,Recycling,Luckhnow,2021
Plastic,119,Recycling,Kolkata,2023
Paper,116,Landfill,Bhopal,2022
Organic,158,Composting,Ahmedabad,2023
Paper,89,Recycling,Bangalore,2023
Plastic,96,Recycling,Delhi,2023
Plastic,142,Recycling,Kolkata,2023
Organic,200,Composting,Pune,2022
Paper,147,Recycling,Luckhnow,2023
Paper,80,Recycling,Luckhnow,2023
Paper,96,Recycling,Kolkata,2023
Paper,106,Landfill,Delhi,2021
Organic,197,Composting,Pune,2022
Organic,158,Composting,Bhubaneshwar,2023
Paper,167,Landfill,Kolkata,2022
Paper,88,Landfill,Delhi,2022
Organic,200,Composting,Ahmedabad,2022
Plastic,112,Recycling,Delhi,2021
Paper,80,Recycling,Bhopal,2023
Plastic,85,Recycling,Luckhnow,2023
Paper,96,Landfill,Kolkata,2022
Organic,192,Composting,Ahmedabad,2023
Paper,105,Landfill,Bhopal,2022
Plastic,104,Recycling,Mumbai,2023
Paper,88,Recycling,Bhopal,2022
Paper,80,Recycling,Luckhnow,2022
Organic,196,Composting,Ahmedabad,2022
Plastic,97,Recycling,Bangalore,2023
Paper,180,Recycling,Luckhnow,2023
Plastic,98,Recycling,Mumbai,2023
Plastic,91,Recycling,Bangalore,2023
Organic,173,Composting,Pune,2022
Organic,160,Composting,Ahmedabad,2023
Plastic,111,Recycling,Bangalore,2022
Organic,144,Composting,Pune,2023
Organic,198,Composting,Pune,2022
Paper,101,Landfill,Delhi,2022
Paper,105,Landfill,Bhopal,2021
Plastic,112,Landfill,Delhi,2021
Plastic,85,Recycling,Luckhnow,2021
Organic,187,Composting,Ahmedabad,2023
Organic,165,Composting,Pune,2023
Paper,137,Recycling,Luckhnow,2023
Plastic,107,Landfill,Delhi,2021
Organic,150,Composting,Pune,2022
Paper,101,Recycling,Kolkata,2022
Organic,156,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Kolkata,2023
Paper,90,Recycling,Mumbai,2021
Plastic,92,Recycling,Kolkata,2021
Paper,80,Recycling,Luckhnow,2023
Plastic,98,Landfill,Mumbai,2023
Organic,165,Composting,Kolkata,2023
Plastic,86,Recycling,Bangalore,2021
Organic,142,Composting,Bhubaneshwar,2023
Paper,134,Recycling,Kolkata,2023
Organic,200,Composting,Pune,2023
Organic,174,Composting,Ahmedabad,2023
Organic,200,Composting,Pune,2022
Plastic,95,Landfill,Delhi,2021
Organic,200,Composting,Pune,2023
Plastic,107,Landfill,Delhi,2021
Organic,171,Composting,Bhubaneshwar,2022
Organic,200,Composting,Ahmedabad,2023
Paper,145,Recycling,Bhopal,2022
Organic,147,Composting,Bhubaneshwar,2023
Organic,120,Composting,Bhubaneshwar,2023
Paper,162,Recycling,Kolkata,2021
Paper,89,Landfill,Luckhnow,2023
Paper,98,Landfill,Bhopal,2022
Organic,193,Composting,Ahmedabad,2023
Organic,163,Composting,Pune,2023
Organic,160,Composting,Ahmedabad,2023
Plastic,113,Recycling,Mumbai,2023
Plastic,102,Recycling,Kolkata,2023
Plastic,94,Recycling,Luckhnow,2023
Plastic,111,Recycling,Mumbai,2023
Organic,200,Composting,Ahmedabad,2023
Plastic,149,Recycling,Kolkata,2023
Paper,143,Recycling,Kolkata,2023
Plastic,125,Landfill,Bhopal,2021
Paper,87,Landfill,Bhopal,2021
Paper,101,Recycling,Luckhnow,2022
Organic,153,Composting,Bhubaneshwar,2023
Paper,82,Recycling,Bhopal,2022
Paper,154,Recycling,Kolkata,2021
Paper,80,Landfill,Luckhnow,2022
Organic,200,Composting,Bhubaneshwar,2022
Plastic,96,Recycling,Ahmedabad,2023
Paper,84,Recycling,Bangalore,2023
Plastic,100,Landfill,Delhi,2022
Plastic,106,Recycling,Delhi,2023
Paper,139,Recycling,Kolkata,2023
Organic,187,Composting,Ahmedabad,2023
Organic,184,Composting,Ahmedabad,2023
Organic,184,Composting,Pune,2022
Paper,96,Recycling,Luckhnow,2023
Organic,118,Composting,Bhubaneshwar,2023
Plastic,93,Landfill,Bhopal,2021
Organic,100,Landfill,Bhopal,2021
Plastic,86,Recycling,Bangalore,2023
Plastic,95,Recycling,Mumbai,2023
Paper,90,Landfill,Bhopal,2022
Plastic,170,Recycling,Kolkata,2023
Plastic,80,Landfill,Delhi,2021
Organic,151,Recycling,Kolkata,2023
Paper,80,Recycling,Bangalore,2023
Plastic,111,Landfill,Bhopal,2022
Plastic,106,Landfill,Delhi,2021
Paper,89,Recycling,Kolkata,2021
Plastic,113,Recycling,Mumbai,2023
Paper,88,Recycling,Bhopal,2021
Paper,98,Recycling,Mumbai,2023
Organic,187,Composting,Pune,2023
Paper,136,Recycling,Kolkata,2023
Organic,179,Composting,Ahmedabad,2023
Organic,187,Composting,Bhubaneshwar,2023
Organic,163,Composting,Ahmedabad,2023
Paper,91,Recycling,Kolkata,2023
Plastic,134,Composting,Mumbai,2023
Plastic,110,Recycling,Mumbai,2023
Plastic,101,Landfill,Delhi,2021
Plastic,89,Recycling,Mumbai,2022
Plastic,110,Recycling,Kolkata,2023
Paper,82,Recycling,Luckhnow,2022
Organic,178,Composting,Ahmedabad,2023
Plastic,163,Recycling,Mumbai,2023
Organic,199,Composting,Ahmedabad,2023
Plastic,80,Recycling,Luckhnow,2021
Plastic,80,Recycling,Bhopal,2023
Organic,125,Composting,Bhubaneshwar,2023
Organic,183,Composting,Ahmedabad,2023
Organic,165,Composting,Pune,2023
Paper,80,Recycling,Kolkata,2023
Organic,166,Composting,Pune,2022
Plastic,149,Composting,Pune,2022
