Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Organic,105,Landfill,Hyderabad,2024
Organic,246,Recycling,Varanasi,2020
Paper,178,Composting,Varanasi,2024
Plastic,109,Composting,Ludhiana,2020
Organic,264,Recycling,Hyderabad,2020
Plastic,214,Composting,Jaipur,2023
Plastic,222,Composting,Chennai,2022
Organic,256,Recycling,Pune,2020
Organic,184,Recycling,Jaipur,2020
Organic,209,Composting,Indore,2020
Organic,192,Recycling,Kalyan-Dombivli,2020
Plastic,178,Recycling,Bangalore,2020
Plastic,143,Recycling,Vasai-Virar,2021
Paper,128,Composting,Nagpur,2021
Plastic,215,Composting,Visakhapatnam,2020
Organic,184,Composting,Pune,2024
Organic,241,Recycling,Jaipur,2020
Plastic,216,Composting,Nagpur,2021
Paper,197,Recycling,Bhopal,2022
Organic,166,Landfill,Jaipur,2024
Paper,287,Recycling,Bangalore,2023
Plastic,189,Landfill,Pune,2024
Paper,150,Recycling,Hyderabad,2020
Organic,52,Recycling,Pune,2020
Plastic,73,Recycling,Nashik,2020
Organic,266,Landfill,Kalyan-Dombivli,2022
Organic,158,Recycling,Pimpri-Chinchwad,2022
Organic,205,Composting,Meerut,2022
Paper,204,Composting,Vasai-Virar,2023
Plastic,203,Composting,Jaipur,2020
Plastic,52,Landfill,Faridabad,2021
Organic,186,Recycling,Surat,2021
Organic,52,Composting,Kalyan-Dombivli,2020
Paper,118,Recycling,Jaipur,2023
Organic,120,Landfill,Hyderabad,2023
Plastic,69,Composting,Hyderabad,2020
Paper,131,Composting,Ghaziabad,2020
Organic,66,Landfill,Ghaziabad,2020
Organic,127,Recycling,Kanpur,2020
Paper,115,Recycling,Jaipur,2020
Organic,72,Composting,Ludhiana,2020
Organic,170,Recycling,Surat,2020
Paper,212,Composting,Bhopal,2020
Plastic,157,Composting,Agra,2020
Paper,239,Composting,Varanasi,2022
Plastic,107,Composting,Faridabad,2022
Organic,135,Recycling,Lucknow,2022
Organic,237,Composting,Kanpur,2020
Organic,232,Composting,Bhopal,2020
Plastic,258,Recycling,Vadodara,2020
Plastic,199,Landfill,Lucknow,2020
Organic,181,Composting,Kalyan-Dombivli,2022
Paper,278,Composting,Kolkata,2020
Paper,174,Landfill,Kolkata,2021
Organic,52,Landfill,Nashik,2022
Paper,99,Recycling,Surat,2020
Paper,186,Landfill,Ludhiana,2022
Paper,171,Composting,Ahmedabad,2021
Plastic,264,Recycling,Bangalore,2020
Plastic,210,Composting,Kanpur,2024
Paper,228,Recycling,Bangalore,2020
Organic,152,Composting,Bhopal,2020
Organic,208,Composting,Agra,2020
Paper,186,Composting,Chennai,2022
Paper,249,Composting,Kanpur,2022
Organic,143,Recycling,Ahmedabad,2022
Organic,253,Recycling,Lucknow,2020
Plastic,107,Landfill,Pune,2022
Organic,204,Composting,Patna,2020
Paper,175,Composting,Pimpri-Chinchwad,2020
Organic,267,Composting,Kolkata,2020
Organic,52,Landfill,Meerut,2023
Organic,125,Recycling,Meerut,2021
Paper,260,Composting,Kolkata,2022
Paper,202,Recycling,Jaipur,2020
Paper,237,Landfill,Ahmedabad,2021
Plastic,70,Composting,Surat,2024
Plastic,52,Composting,Vadodara,2020
Plastic,272,Composting,Kanpur,2023
Plastic,291,Composting,Varanasi,2020
Plastic,62,Recycling,Delhi,2021
Organic,267,Composting,Kanpur,2020
Paper,117,Landfill,Varanasi,2021
Plastic,216,Recycling,Jaipur,2022
Organic,122,Composting,Chennai,2020
Plastic,182,Composting,Ludhiana,2021
Paper,163,Composting,Kolkata,2021
Plastic,200,Composting,Pune,2021
Plastic,69,Landfill,Jaipur,2020
Organic,52,Recycling,Vadodara,2022
Organic,205,Landfill,Ahmedabad,2020
Organic,241,Landfill,Ghaziabad,2020
Organic,82,Landfill,Kolkata,2021
Paper,137,Landfill,Pimpri-Chinchwad,2021
Organic,75,Composting,Bhopal,2023
Paper,183,Composting,Hyderabad,2021
Organic,52,Landfill,Vasai-Virar,2021
Plastic,225,Recycling,Hyderabad,2023
Plastic,247,Composting,Ludhiana,2020
Plastic,166,Landfill,Bangalore,2021
Organic,137,Recycling,Vadodara,2020
Organic,52,Composting,Nagpur,2020
Organic,156,Recycling,Kolkata,2020
Organic,146,Recycling,Nagpur,2022
Plastic,232,Composting,Nagpur,2020
Organic,128,Recycling,Kalyan-Dombivli,2021
Plastic,74,Landfill,Pune,2020
Organic,193,Recycling,Ludhiana,2020
Paper,252,Recycling,Visakhapatnam,2022
Paper,130,Composting,Kolkata,2022
Paper,109,Composting,Agra,2020
Organic,52,Composting,Kanpur,2020
Organic,135,Recycling,Ahmedabad,2020
Organic,97,Recycling,Rajkot,2022
Plastic,159,Landfill,Pune,2023
Organic,291,Recycling,Kolkata,2021
Organic,290,Recycling,Meerut,2020
Plastic,189,Composting,Chennai,2022
Organic,230,Recycling,Kalyan-Dombivli,2020
Organic,131,Recycling,Vadodara,2022
Paper,240,Composting,Kalyan-Dombivli,2022
Organic,193,Recycling,Kolkata,2023
Plastic,112,Landfill,Chennai,2020
Plastic,193,Recycling,Bhopal,2021
Organic,52,Recycling,Pune,2020
Plastic,191,Composting,Pimpri-Chinchwad,2022
Organic,255,Composting,Ahmedabad,2020
Organic,245,Recycling,Kanpur,2020
Organic,198,Composting,Kanpur,2020
Plastic,169,Composting,Visakhapatnam,2023
Organic,214,Recycling,Nagpur,2020
Paper,291,Composting,Meerut,2022
Plastic,222,Composting,Vasai-Virar,2021
Paper,196,Composting,Surat,2020
Plastic,98,Recycling,Surat,2020
Organic,231,Recycling,Kolkata,2020
Organic,52,Composting,Chennai,2022
Organic,139,Composting,Surat,2023
Organic,208,Recycling,Pune,2020
Plastic,81,Recycling,Bhopal,2020
Organic,94,Composting,Jaipur,2020
Plastic,213,Composting,Ghaziabad,2020
Organic,271,Recycling,Lucknow,2020
Plastic,220,Recycling,Vasai-Virar,2020
Paper,125,Recycling,Meerut,2020
Organic,155,Recycling,Kalyan-Dombivli,2022
Plastic,52,Recycling,Faridabad,2020
Organic,204,Composting,Hyderabad,2022
Paper,103,Recycling,Mumbai,2022
Paper,140,Recycling,Thane,2024
Paper,139,Composting,Hyderabad,2020
Organic,71,Recycling,Kalyan-Dombivli,2020
Plastic,248,Recycling,Vasai-Virar,2023
Organic,78,Recycling,Pimpri-Chinchwad,2020
Plastic,207,Composting,Nashik,2020
Organic,110,Recycling,Agra,2020
Plastic,190,Composting,Ahmedabad,2020
Organic,291,Landfill,Nagpur,2020
Plastic,135,Recycling,Nashik,2020
Plastic,163,Recycling,Delhi,2024
Organic,69,Recycling,Bhopal,2023
Organic,88,Landfill,Bhopal,2022
Organic,254,Recycling,Hyderabad,2022
Organic,269,Composting,Thane,2023
Paper,242,Composting,Pimpri-Chinchwad,2020
Plastic,52,Composting,Patna,2023
Paper,220,Composting,Thane,2020
Organic,231,Recycling,Bangalore,2022
Plastic,271,Recycling,Nashik,2021
Paper,94,Recycling,Kanpur,2023
Paper,98,Composting,Varanasi,2023
Paper,255,Composting,Visakhapatnam,2022
Plastic,213,Composting,Kolkata,2020
Paper,212,Composting,Meerut,2021
Plastic,221,Composting,Meerut,2021
Plastic,206,Composting,Jaipur,2021
Organic,235,Composting,Ludhiana,2024
Paper,84,Composting,Meerut,2021
Plastic,181,Recycling,Ghaziabad,2020
Plastic,138,Composting,Visakhapatnam,2022
Plastic,163,Recycling,Delhi,2021
Plastic,160,Composting,Surat,2022
Plastic,133,Recycling,Thane,2023
Plastic,127,Composting,Hyderabad,2022
Plastic,117,Landfill,Jaipur,2021
Organic,52,Recycling,Kanpur,2020
Organic,228,Composting,Vasai-Virar,2021
Paper,203,Composting,Ludhiana,2022
Plastic,197,Recycling,Visakhapatnam,2021
Paper,116,Recycling,Lucknow,2023
Organic,257,Composting,Varanasi,2020
Organic,52,Composting,Nagpur,2021
Plastic,52,Landfill,Surat,2024
Plastic,52,Recycling,Ahmedabad,2023
Organic,240,Recycling,Indore,2020
Plastic,170,Composting,Kolkata,2020
Organic,227,Recycling,Kolkata,2020
Organic,149,Recycling,Visakhapatnam,2020
Organic,104,Composting,Agra,2022
Organic,122,Landfill,Kanpur,2022
Organic,263,Composting,Varanasi,2021
Plastic,212,Composting,Ghaziabad,2020
Organic,191,Recycling,Nagpur,2020
Organic,219,Recycling,Ludhiana,2020
Plastic,66,Composting,Pune,2024
Organic,222,Recycling,Thane,2020
Plastic,172,Landfill,Kalyan-Dombivli,2020
Plastic,162,Composting,Pune,2023
Plastic,271,Composting,Agra,2020
Organic,198,Recycling,Varanasi,2020
Plastic,81,Landfill,Bhopal,2024
Organic,203,Composting,Bhopal,2020
Paper,66,Recycling,Mumbai,2020
Organic,180,Recycling,Varanasi,2020
Plastic,128,Recycling,Jaipur,2020
Organic,152,Recycling,Faridabad,2020
Organic,52,Landfill,Kanpur,2022
Paper,210,Composting,Pune,2020
Paper,126,Recycling,Agra,2021
Plastic,95,Composting,Pune,2023
Organic,104,Landfill,Vadodara,2024
Organic,136,Recycling,Chennai,2020
Organic,67,Composting,Kalyan-Dombivli,2022
Plastic,78,Recycling,Jaipur,2020
Plastic,245,Composting,Ghaziabad,2022
Organic,67,Recycling,Hyderabad,2023
Paper,126,Composting,Meerut,2023
Paper,197,Composting,Nagpur,2020
Organic,113,Recycling,Bangalore,2020
Organic,291,Recycling,Jaipur,2020
Plastic,132,Recycling,Vasai-Virar,2023
Organic,149,Recycling,Meerut,2020
Paper,152,Recycling,Kalyan-Dombivli,2023
Plastic,244,Composting,Surat,2022
Organic,100,Landfill,Thane,2020
Organic,154,Recycling,Vasai-Virar,2020
Paper,276,Recycling,Kalyan-Dombivli,2022
Paper,118,Recycling,Meerut,2021
Plastic,163,Composting,Meerut,2021
Plastic,173,Recycling,Chennai,2020
Organic,232,Recycling,Agra,2020
Organic,102,Recycling,Meerut,2022
Plastic,133,Landfill,Pune,2022
Plastic,90,Composting,Rajkot,2022
Organic,85,Composting,Kalyan-Dombivli,2020
Paper,63,Composting,Nagpur,2020
Organic,166,Landfill,Nagpur,2021
Organic,187,Recycling,Jaipur,2020
Paper,108,Landfill,Jaipur,2024
Organic,112,Landfill,Indore,2020
Organic,96,Recycling,Surat,2020
Paper,151,Recycling,Thane,2020
Plastic,135,Recycling,Nagpur,2023
Paper,126,Landfill,Nashik,2021
Plastic,149,Recycling,Agra,2020
Paper,113,Composting,Chennai,2020
Plastic,159,Composting,Meerut,2020
Plastic,80,Recycling,Vadodara,2022
Organic,76,Recycling,Mumbai,2020
Organic,189,Recycling,Faridabad,2022
Plastic,56,Landfill,Delhi,2020
Organic,193,Composting,Varanasi,2022
Organic,197,Recycling,Kalyan-Dombivli,2020
Plastic,86,Landfill,Nashik,2022
Plastic,140,Composting,Jaipur,2023
Organic,52,Landfill,Rajkot,2024
Plastic,252,Recycling,Jaipur,2021
Organic,111,Recycling,Thane,2020
Organic,127,Recycling,Visakhapatnam,2021
Plastic,81,Recycling,Chennai,2020
Organic,161,Composting,Pune,2021
Organic,75,Landfill,Meerut,2024
Plastic,175,Composting,Ahmedabad,2021
Paper,280,Composting,Pune,2023
Organic,221,Landfill,Bhopal,2022
Organic,220,Composting,Faridabad,2020
Plastic,52,Composting,Kanpur,2020
Paper,200,Landfill,Kanpur,2024
Paper,195,Composting,Lucknow,2020
Plastic,182,Composting,Vadodara,2020
Organic,109,Composting,Lucknow,2023
Organic,122,Composting,Lucknow,2022
Plastic,58,Recycling,Vasai-Virar,2023
Paper,125,Recycling,Lucknow,2022
Plastic,213,Landfill,Thane,2022
Plastic,192,Recycling,Jaipur,2024
Paper,111,Recycling,Varanasi,2022
Organic,196,Recycling,Nashik,2020
Organic,148,Recycling,Mumbai,2022
Organic,106,Recycling,Lucknow,2021
Paper,52,Recycling,Nagpur,2022
Organic,85,Recycling,Visakhapatnam,2020
Organic,171,Composting,Lucknow,2020
Organic,119,Recycling,Ahmedabad,2020
Organic,99,Recycling,Vasai-Virar,2020
Plastic,52,Recycling,Ghaziabad,2021
Plastic,248,Recycling,Ludhiana,2023
Organic,267,Recycling,Rajkot,2021
Paper,52,Composting,Jaipur,2021
Organic,52,Landfill,Thane,2020
Paper,256,Recycling,Surat,2020
Plastic,242,Composting,Jaipur,2020
Paper,220,Recycling,Kolkata,2023
Organic,134,Recycling,Kalyan-Dombivli,2022
Organic,204,Composting,Bhopal,2022
Organic,208,Recycling,Patna,2020
Paper,79,Composting,Meerut,2022
Organic,108,Recycling,Chennai,2022
Organic,187,Recycling,Ludhiana,2023
Paper,115,Composting,Lucknow,2022
Organic,233,Composting,Chennai,2020
Plastic,165,Recycling,Chennai,2023
Plastic,93,Composting,Thane,2020
Paper,95,Recycling,Surat,2021
Plastic,265,Recycling,Kolkata,2022
Organic,101,Landfill,Bangalore,2021
Organic,104,Composting,Kalyan-Dombivli,2022
Paper,255,Recycling,Meerut,2023
Paper,160,Recycling,Chennai,2022
Organic,234,Recycling,Meerut,2020
Plastic,52,Recycling,Vasai-Virar,2020
Plastic,215,Composting,Kolkata,2020
Organic,291,Recycling,Patna,2023
Organic,180,Recycling,Bangalore,2020
Organic,193,Composting,Kalyan-Dombivli,2020
Organic,220,Recycling,Kolkata,2021
Plastic,83,Recycling,Ludhiana,2020
Paper,280,Recycling,Delhi,2023
Organic,150,Recycling,Kalyan-Dombivli,2020
Organic,166,Landfill,Nagpur,2020
Organic,291,Recycling,Kolkata,2023
Plastic,218,Composting,Vadodara,2020
Plastic,170,Composting,Pune,2020
Plastic,52,Landfill,Ghaziabad,2023
Paper,61,Composting,Delhi,2022
Organic,91,Landfill,Ghaziabad,2023
Organic,93,Composting,Hyderabad,2022
Organic,220,Recycling,Ludhiana,2021
Plastic,157,Landfill,Nashik,2020
Organic,247,Recycling,Chennai,2020
Organic,73,Recycling,Rajkot,2020
Plastic,52,Landfill,Bhopal,2023
Organic,170,Composting,Chennai,2022
Plastic,201,Composting,Vasai-Virar,2020
Plastic,102,Landfill,Ahmedabad,2023
Plastic,158,Composting,Vadodara,2020
Organic,242,Composting,Chennai,2020
Plastic,193,Composting,Chennai,2020
Organic,201,Recycling,Faridabad,2020
Plastic,126,Recycling,Meerut,2021
Organic,82,Composting,Chennai,2020
Organic,236,Recycling,Visakhapatnam,2020
Paper,211,Recycling,Hyderabad,2020
Organic,166,Landfill,Vadodara,2020
Plastic,230,Recycling,Chennai,2023
Organic,87,Composting,Vasai-Virar,2020
Paper,118,Composting,Thane,2020
Plastic,229,Composting,Rajkot,2020
Organic,188,Recycling,Nagpur,2020
Plastic,106,Recycling,Nagpur,2020
Organic,106,Composting,Agra,2021
Plastic,166,Landfill,Indore,2020
Plastic,186,Composting,Jaipur,2022
Organic,118,Composting,Ludhiana,2022
Plastic,106,Composting,Hyderabad,2023
Organic,161,Composting,Vasai-Virar,2020
Paper,263,Composting,Mumbai,2022
Plastic,168,Composting,Patna,2021
Plastic,224,Composting,Ghaziabad,2023
Plastic,63,Recycling,Pune,2021
Paper,133,Composting,Visakhapatnam,2020
Plastic,195,Composting,Vasai-Virar,2020
Organic,106,Recycling,Surat,2021
Plastic,92,Landfill,Pune,2023
Organic,63,Composting,Pune,2022
Paper,93,Landfill,Meerut,2021
Organic,69,Recycling,Pimpri-Chinchwad,2020
Plastic,199,Composting,Hyderabad,2020
Organic,257,Recycling,Indore,2020
Organic,141,Composting,Bangalore,2020
Paper,172,Recycling,Patna,2021
Paper,234,Composting,Kalyan-Dombivli,2020
Plastic,150,Composting,Kolkata,2020
Organic,115,Composting,Meerut,2022
Paper,171,Composting,Visakhapatnam,2020
Organic,291,Recycling,Rajkot,2020
Plastic,212,Landfill,Patna,2022
Plastic,167,Composting,Mumbai,2020
Plastic,65,Landfill,Bangalore,2024
Paper,120,Recycling,Nashik,2021
Paper,52,Recycling,Pimpri-Chinchwad,2022
Organic,109,Recycling,Ahmedabad,2020
Paper,223,Recycling,Thane,2020
Plastic,61,Composting,Delhi,2021
Plastic,211,Recycling,Jaipur,2021
Paper,195,Composting,Hyderabad,2023
Plastic,133,Recycling,Delhi,2020
Organic,254,Composting,Chennai,2020
Plastic,52,Composting,Mumbai,2020
Plastic,152,Composting,Bhopal,2020
Plastic,233,Composting,Hyderabad,2020
Paper,154,Composting,Pune,2020
Organic,99,Recycling,Mumbai,2023
Paper,177,Landfill,Thane,2020
Organic,120,Recycling,Nagpur,2021
Organic,135,Recycling,Thane,2020
Organic,228,Composting,Jaipur,2020
Organic,235,Recycling,Jaipur,2020
Paper,158,Recycling,Kolkata,2020
Paper,144,Composting,Meerut,2020
Plastic,184,Recycling,Chennai,2022
Paper,87,Composting,Meerut,2020
Plastic,186,Recycling,Hyderabad,2020
Plastic,220,Recycling,Kalyan-Dombivli,2021
Organic,211,Composting,Agra,2020
Paper,177,Landfill,Nagpur,2023
Paper,272,Composting,Mumbai,2020
Paper,52,Composting,Nagpur,2020
Organic,177,Recycling,Ghaziabad,2020
Plastic,229,Composting,Delhi,2021
Paper,148,Landfill,Visakhapatnam,2021
Plastic,132,Recycling,Visakhapatnam,2020
Organic,52,Landfill,Bangalore,2024
Organic,60,Landfill,Ludhiana,2021
Plastic,179,Recycling,Ahmedabad,2023
Organic,52,Landfill,Agra,2021
Paper,108,Recycling,Pimpri-Chinchwad,2022
Plastic,178,Composting,Jaipur,2020
Organic,148,Recycling,Bhopal,2020
Plastic,206,Composting,Pune,2023
Organic,86,Composting,Mumbai,2020
Plastic,134,Composting,Vasai-Virar,2023
Plastic,104,Composting,Ghaziabad,2020
Organic,140,Composting,Pune,2020
Paper,52,Landfill,Ahmedabad,2020
Plastic,248,Recycling,Jaipur,2023
Organic,97,Recycling,Surat,2022
Paper,195,Recycling,Meerut,2020
Paper,136,Recycling,Thane,2022
Plastic,191,Composting,Bangalore,2020
Organic,127,Recycling,Vadodara,2020
Organic,135,Landfill,Faridabad,2020
Organic,217,Composting,Ghaziabad,2020
Plastic,208,Recycling,Agra,2022
Paper,215,Composting,Hyderabad,2022
Plastic,203,Composting,Vasai-Virar,2020
Paper,55,Composting,Nashik,2020
Organic,291,Composting,Kanpur,2020
Organic,196,Recycling,Thane,2020
Plastic,202,Recycling,Lucknow,2023
Plastic,170,Recycling,Indore,2023
Organic,101,Recycling,Visakhapatnam,2021
Organic,131,Composting,Bangalore,2024
Organic,254,Recycling,Surat,2022
Organic,138,Composting,Meerut,2021
Paper,120,Recycling,Hyderabad,2020
Organic,52,Landfill,Pimpri-Chinchwad,2024
Plastic,193,Recycling,Pimpri-Chinchwad,2020
Organic,263,Recycling,Pune,2020
Organic,116,Recycling,Kalyan-Dombivli,2020
Plastic,137,Composting,Patna,2020
Organic,152,Recycling,Thane,2024
Organic,210,Recycling,Patna,2020
Plastic,85,Recycling,Pimpri-Chinchwad,2022
Paper,161,Composting,Kolkata,2020
Plastic,283,Composting,Kanpur,2021
Organic,233,Recycling,Kolkata,2021
Organic,196,Recycling,Varanasi,2020
Paper,127,Recycling,Faridabad,2023
Paper,117,Composting,Kolkata,2021
Organic,277,Recycling,Rajkot,2020
Plastic,223,Composting,Bangalore,2020
Paper,70,Composting,Thane,2020
Organic,202,Landfill,Pimpri-Chinchwad,2020
Organic,217,Recycling,Vadodara,2020
Plastic,74,Recycling,Vadodara,2020
Paper,90,Recycling,Ahmedabad,2020
Plastic,118,Recycling,Pimpri-Chinchwad,2021
Organic,81,Recycling,Kalyan-Dombivli,2020
Paper,110,Recycling,Varanasi,2021
Organic,179,Composting,Lucknow,2020
Organic,211,Composting,Pune,2022
Organic,248,Recycling,Faridabad,2020
Organic,205,Composting,Vasai-Virar,2020
Plastic,215,Composting,Patna,2020
Paper,291,Composting,Pune,2020
Plastic,96,Recycling,Pimpri-Chinchwad,2023
Plastic,108,Composting,Meerut,2020
Organic,289,Recycling,Ahmedabad,2022
Paper,234,Composting,Nashik,2020
Plastic,165,Recycling,Patna,2020
Paper,207,Composting,Thane,2020
Organic,88,Composting,Ludhiana,2020
Organic,181,Composting,Vasai-Virar,2021
Plastic,198,Recycling,Lucknow,2020
Plastic,164,Composting,Jaipur,2021
Paper,73,Composting,Patna,2021
Paper,192,Composting,Nagpur,2020
Paper,183,Landfill,Visakhapatnam,2020
Plastic,148,Composting,Bhopal,2020
Plastic,190,Recycling,Vadodara,2023
Paper,195,Landfill,Varanasi,2022
Paper,226,Composting,Vasai-Virar,2023
Plastic,52,Recycling,Jaipur,2023
Plastic,184,Composting,Pune,2022
Paper,128,Composting,Nagpur,2020
Paper,111,Recycling,Thane,2021
Paper,152,Composting,Nagpur,2020
Paper,176,Recycling,Vadodara,2024
Plastic,74,Recycling,Pune,2020
Plastic,122,Composting,Kolkata,2022
Plastic,163,Landfill,Nashik,2023
Organic,254,Recycling,Pune,2021
Organic,207,Composting,Nagpur,2024
Plastic,156,Composting,Pune,2020
Paper,115,Recycling,Lucknow,2020
Paper,93,Landfill,Nagpur,2021
Organic,86,Composting,Ludhiana,2024
Paper,193,Composting,Nagpur,2021
Plastic,213,Composting,Thane,2023
Plastic,70,Recycling,Ahmedabad,2020
Paper,153,Recycling,Kalyan-Dombivli,2021
Plastic,264,Composting,Ludhiana,2020
Plastic,267,Landfill,Jaipur,2023
Paper,118,Composting,Ahmedabad,2020
Organic,291,Landfill,Vasai-Virar,2022
Plastic,185,Composting,Meerut,2020
Organic,241,Recycling,Vadodara,2020
Plastic,207,Landfill,Hyderabad,2023
Plastic,251,Composting,Pune,2024
Organic,179,Landfill,Meerut,2020
Plastic,200,Recycling,Bangalore,2022
Organic,164,Composting,Hyderabad,2024
Organic,260,Recycling,Bangalore,2020
Organic,287,Recycling,Vasai-Virar,2022
Organic,110,Composting,Vasai-Virar,2022
Organic,247,Composting,Pune,2020
Plastic,212,Landfill,Surat,2020
Organic,260,Recycling,Nashik,2022
Organic,268,Recycling,Kolkata,2022
Plastic,82,Recycling,Vasai-Virar,2022
Paper,128,Landfill,Ghaziabad,2020
Organic,144,Composting,Nagpur,2022
Plastic,243,Recycling,Faridabad,2020
Paper,264,Composting,Delhi,2022
Plastic,126,Recycling,Vadodara,2022
Organic,227,Recycling,Bhopal,2020
Plastic,192,Composting,Chennai,2020
Plastic,108,Composting,Mumbai,2020
Paper,99,Composting,Meerut,2021
Organic,92,Composting,Bhopal,2020
Organic,145,Composting,Nashik,2020
Organic,209,Composting,Ghaziabad,2022
Plastic,117,Composting,Mumbai,2022
Plastic,121,Composting,Nagpur,2024
Paper,95,Composting,Chennai,2020
Organic,134,Recycling,Kalyan-Dombivli,2022
Plastic,214,Composting,Jaipur,2020
Organic,52,Recycling,Hyderabad,2020
Plastic,154,Composting,Agra,2020
Plastic,52,Recycling,Pune,2020
Organic,180,Composting,Kanpur,2021
Organic,250,Composting,Hyderabad,2021
Organic,209,Recycling,Thane,2021
Plastic,251,Composting,Pimpri-Chinchwad,2020
Plastic,118,Composting,Chennai,2020
Plastic,99,Composting,Jaipur,2021
Organic,93,Composting,Ludhiana,2020
Organic,84,Recycling,Meerut,2021
Organic,154,Composting,Ahmedabad,2020
Organic,68,Recycling,Vasai-Virar,2020
Plastic,178,Composting,Vasai-Virar,2021
Organic,184,Recycling,Ahmedabad,2020
Organic,62,Landfill,Surat,2020
Paper,78,Recycling,Thane,2020
Paper,212,Composting,Hyderabad,2020
Organic,207,Recycling,Surat,2020
Plastic,198,Composting,Lucknow,2024
Paper,136,Composting,Ludhiana,2022
Organic,80,Landfill,Meerut,2024
Organic,64,Recycling,Kalyan-Dombivli,2021
Organic,96,Composting,Agra,2022
Paper,52,Composting,Ludhiana,2020
Organic,71,Recycling,Lucknow,2020
Organic,78,Composting,Ludhiana,2021
Plastic,135,Composting,Kanpur,2020
Organic,90,Recycling,Rajkot,2020
Plastic,78,Recycling,Thane,2021
Plastic,244,Landfill,Bangalore,2022
Plastic,171,Composting,Nashik,2020
Organic,170,Recycling,Ghaziabad,2020
Plastic,79,Recycling,Ludhiana,2023
Organic,110,Composting,Nagpur,2023
Organic,198,Recycling,Surat,2020
Paper,115,Recycling,Nagpur,2023
Plastic,168,Landfill,Ghaziabad,2024
Organic,129,Recycling,Rajkot,2020
Plastic,52,Composting,Agra,2020
Organic,180,Recycling,Ludhiana,2023
Plastic,96,Recycling,Thane,2020
Plastic,52,Landfill,Lucknow,2020
Plastic,200,Composting,Nashik,2020
Organic,126,Recycling,Nagpur,2020
Plastic,190,Composting,Thane,2020
Plastic,52,Composting,Thane,2020
Paper,112,Composting,Hyderabad,2020
Organic,109,Recycling,Bangalore,2021
Organic,241,Composting,Ghaziabad,2021
Organic,187,Recycling,Delhi,2020
Plastic,98,Recycling,Nashik,2022
Plastic,60,Landfill,Patna,2021
Paper,122,Composting,Thane,2020
Organic,203,Recycling,Delhi,2021
Organic,265,Recycling,Ahmedabad,2020
Plastic,246,Recycling,Jaipur,2022
Paper,226,Recycling,Pimpri-Chinchwad,2022
Paper,251,Composting,Jaipur,2021
Organic,72,Composting,Pimpri-Chinchwad,2020
Organic,136,Recycling,Surat,2022
Paper,149,Recycling,Visakhapatnam,2022
Organic,66,Recycling,Ludhiana,2020
Organic,184,Recycling,Rajkot,2022
Organic,229,Recycling,Bhopal,2020
Plastic,260,Composting,Agra,2020
Plastic,60,Recycling,Delhi,2020
Plastic,268,Composting,Kolkata,2022
Paper,190,Composting,Vasai-Virar,2023
Paper,235,Recycling,Chennai,2022
Organic,184,Composting,Patna,2020
Plastic,129,Composting,Ahmedabad,2021
Plastic,66,Composting,Rajkot,2022
Organic,118,Recycling,Nashik,2020
Paper,86,Landfill,Hyderabad,2022
Organic,72,Recycling,Mumbai,2024
Organic,229,Recycling,Pimpri-Chinchwad,2022
Plastic,64,Landfill,Kolkata,2024
Plastic,203,Composting,Meerut,2020
Plastic,111,Recycling,Patna,2020
Organic,90,Landfill,Visakhapatnam,2020
Paper,205,Composting,Pimpri-Chinchwad,2021
Organic,236,Recycling,Indore,2020
Paper,180,Composting,Nashik,2020
Plastic,188,Composting,Nashik,2020
Organic,257,Recycling,Meerut,2020
Paper,91,Recycling,Vadodara,2022
Plastic,244,Composting,Kalyan-Dombivli,2020
Paper,217,Recycling,Patna,2022
Plastic,152,Recycling,Indore,2020
Organic,196,Recycling,Pimpri-Chinchwad,2021
Organic,52,Landfill,Jaipur,2022
Organic,247,Recycling,Bangalore,2020
Organic,233,Composting,Meerut,2021
Plastic,231,Composting,Kalyan-Dombivli,2020
Organic,164,Composting,Pune,2020
Organic,71,Composting,Kalyan-Dombivli,2020
Plastic,215,Landfill,Meerut,2024
Paper,246,Recycling,Ahmedabad,2022
Paper,181,Recycling,Bhopal,2023
Plastic,166,Recycling,Lucknow,2022
Organic,219,Landfill,Delhi,2020
Paper,167,Composting,Agra,2020
Organic,90,Recycling,Kalyan-Dombivli,2020
Plastic,165,Composting,Nagpur,2020
Plastic,131,Composting,Visakhapatnam,2021
Organic,87,Recycling,Varanasi,2020
Plastic,129,Recycling,Ludhiana,2021
Plastic,178,Composting,Pune,2021
Organic,267,Landfill,Mumbai,2024
Organic,70,Recycling,Varanasi,2020
Organic,217,Composting,Kalyan-Dombivli,2020
Plastic,256,Recycling,Varanasi,2020
Organic,111,Landfill,Indore,2020
Plastic,214,Recycling,Hyderabad,2023
Plastic,171,Landfill,Bhopal,2023
Organic,65,Recycling,Lucknow,2022
Organic,183,Recycling,Lucknow,2020
Organic,192,Recycling,Thane,2022
Organic,135,Recycling,Kalyan-Dombivli,2020
Organic,252,Recycling,Vadodara,2021
Organic,254,Recycling,Vasai-Virar,2021
Organic,242,Recycling,Kanpur,2020
Plastic,185,Recycling,Pune,2021
Plastic,54,Landfill,Indore,2022
Organic,93,Composting,Bhopal,2021
Plastic,175,Composting,Ghaziabad,2022
Paper,178,Recycling,Bangalore,2020
Paper,172,Composting,Chennai,2020
